sampleA	sampleB	n_avail	n_a	n_b	n_sh	SHa	SHb	SHc	SHs
FR09	FR11	753680	8698	8811	2866	0.3295	0.3253	-0.6247	-0.3876
FR09	FR12	754719	8838	8315	2802	0.317	0.337	-0.633	-0.388
FR10	FR11	753902	8826	8787	3018	0.3419	0.3435	-0.6081	-0.3688
FR10	FR12	755028	8957	8299	2682	0.2994	0.3232	-0.6506	-0.4078
FR11	FR12	753214	8771	8174	2612	0.2978	0.3195	-0.6522	-0.4112
JN01	JN02	735943	56122	56902	22547	0.4017	0.3962	-0.5538	-0.3036
JN01	JN03	735421	56067	52201	20071	0.358	0.3845	-0.592	-0.3348
JN01	JN04	733319	55963	56573	21455	0.3834	0.3792	-0.5708	-0.3234
JN01	JN05	731500	55857	58663	23659	0.4236	0.4033	-0.5467	-0.2878
JN01	JN06	734600	56014	56168	21551	0.3847	0.3837	-0.5663	-0.3201
JN01	JN07	736218	56248	65587	21956	0.3903	0.3348	-0.6152	-0.3443
JN01	JN08	732025	56004	57006	21253	0.3795	0.3728	-0.5772	-0.3293
JN01	JN09	730394	55750	55109	19901	0.357	0.3611	-0.593	-0.3492
JN01	JN10	733586	56010	51607	20486	0.3658	0.397	-0.5842	-0.3231
JN01	JN11	731824	55957	57238	20486	0.3661	0.3579	-0.5921	-0.3457
JN01	JN12	725680	55600	55579	20629	0.371	0.3712	-0.579	-0.3351
JN02	JN03	737889	56973	52267	20604	0.3616	0.3942	-0.5884	-0.327
JN02	JN04	735641	56905	56683	21836	0.3837	0.3852	-0.5663	-0.3198
JN02	JN05	733244	56614	58730	22628	0.3997	0.3853	-0.5647	-0.3108
JN02	JN06	737041	56945	56286	22279	0.3912	0.3958	-0.5588	-0.3097
JN02	JN07	739065	57148	65721	22156	0.3877	0.3371	-0.6129	-0.3446
JN02	JN08	734084	56851	57126	20784	0.3656	0.3638	-0.5862	-0.3426
JN02	JN09	732354	56612	55210	20840	0.3681	0.3775	-0.5819	-0.3331
JN02	JN10	735679	56826	51696	20267	0.3567	0.392	-0.5933	-0.3311
JN02	JN11	733881	56845	57428	21879	0.3849	0.381	-0.569	-0.3215
JN02	JN12	727140	56341	55600	20441	0.3628	0.3676	-0.5872	-0.342
JN03	JN04	735240	52201	56612	20478	0.3923	0.3617	-0.5883	-0.3281
JN03	JN05	733487	51925	58742	20682	0.3983	0.3521	-0.5979	-0.3299
JN03	JN06	736843	52201	56249	20656	0.3957	0.3672	-0.5828	-0.323
JN03	JN07	738830	52432	65664	20165	0.3846	0.3071	-0.6429	-0.3635
JN03	JN08	733881	52127	57048	19398	0.3721	0.34	-0.61	-0.3525
JN03	JN09	732368	51938	55183	19131	0.3683	0.3467	-0.6033	-0.3509
JN03	JN10	735627	52110	51776	19727	0.3786	0.381	-0.5714	-0.3251
JN03	JN11	733955	52133	57346	19520	0.3744	0.3404	-0.6096	-0.3509
JN03	JN12	726817	51616	55606	18845	0.3651	0.3389	-0.6111	-0.3574
JN04	JN05	730636	56324	58554	21421	0.3803	0.3658	-0.5842	-0.3328
JN04	JN06	734207	56607	56111	20530	0.3627	0.3659	-0.5873	-0.343
JN04	JN07	735811	56807	65540	22101	0.3891	0.3372	-0.6128	-0.3437
JN04	JN08	731930	56527	56989	20808	0.3681	0.3651	-0.5849	-0.3404
JN04	JN09	730186	56266	55181	20124	0.3577	0.3647	-0.5923	-0.3467
JN04	JN10	733125	56531	51606	19711	0.3487	0.382	-0.6013	-0.3415
JN04	JN11	731604	56506	57222	20689	0.3661	0.3616	-0.5884	-0.3436
JN04	JN12	725173	56081	55538	20661	0.3684	0.372	-0.5816	-0.3362
JN05	JN06	732558	58650	55881	21576	0.3679	0.3861	-0.5821	-0.3282
JN05	JN07	734221	58862	65340	22626	0.3844	0.3463	-0.6037	-0.3415
JN05	JN08	730080	58606	56788	22514	0.3842	0.3965	-0.5658	-0.3132
JN05	JN09	728478	58343	54951	20621	0.3534	0.3753	-0.5966	-0.3429
JN05	JN10	731428	58572	51405	19776	0.3376	0.3847	-0.6124	-0.3462
JN05	JN11	729992	58603	57032	21917	0.374	0.3843	-0.576	-0.3258
JN05	JN12	723692	58194	55430	22384	0.3846	0.4038	-0.5654	-0.3088
JN06	JN07	737556	56330	65552	21451	0.3808	0.3272	-0.6228	-0.3545
JN06	JN08	733251	56120	57007	21233	0.3783	0.3725	-0.5775	-0.3302
JN06	JN09	731559	55876	55147	19734	0.3532	0.3578	-0.5968	-0.3534
JN06	JN10	734763	56169	51670	20101	0.3579	0.389	-0.5921	-0.3322
JN06	JN11	733371	56113	57363	20817	0.371	0.3629	-0.5871	-0.3399
JN06	JN12	726285	55633	55628	20346	0.3657	0.3658	-0.5843	-0.3413
JN07	JN08	734630	65466	57212	21730	0.3319	0.3798	-0.6181	-0.3524
JN07	JN09	732838	65283	55345	21809	0.3341	0.3941	-0.6159	-0.3424
JN07	JN10	736273	65515	51794	19550	0.2984	0.3775	-0.6516	-0.373
JN07	JN11	734875	65466	57567	21702	0.3315	0.377	-0.6185	-0.3544
JN07	JN12	727335	64872	55743	21330	0.3288	0.3826	-0.6212	-0.3525
JN08	JN09	729493	56765	55170	19711	0.3472	0.3573	-0.6028	-0.3573
JN08	JN10	732418	56983	51605	19721	0.3461	0.3822	-0.6039	-0.3429
JN08	JN11	730940	56963	57284	20528	0.3604	0.3584	-0.5916	-0.3488
JN08	JN12	724555	56484	55552	20921	0.3704	0.3766	-0.5796	-0.3323
JN09	JN10	730739	55125	51394	19333	0.3507	0.3762	-0.5993	-0.3439
JN09	JN11	729474	55131	57083	20682	0.3751	0.3623	-0.5877	-0.3379
JN09	JN12	723400	54756	55377	20195	0.3688	0.3647	-0.5853	-0.3402
JN10	JN11	732291	51624	57262	20382	0.3948	0.3559	-0.5941	-0.3298
JN10	JN12	725535	51114	55511	18552	0.363	0.3342	-0.6158	-0.3615
JN11	JN12	724550	56793	55564	21511	0.3788	0.3871	-0.5712	-0.3215
JS01	JS02	700903	55701	61699	22456	0.4032	0.364	-0.586	-0.3204
JS01	JS03	704369	55799	49369	15745	0.2822	0.3189	-0.6678	-0.4214
JS01	JS04	700294	55705	49274	15706	0.2819	0.3187	-0.6681	-0.4218
JS01	JS05	707301	56174	60469	25218	0.4489	0.417	-0.533	-0.2671
JS01	JS06	698078	55544	55318	22832	0.4111	0.4127	-0.5389	-0.2896
JS01	JS07	708531	56289	58514	23944	0.4254	0.4092	-0.5408	-0.2837
JS01	JS08	704257	56121	58993	25839	0.4604	0.438	-0.512	-0.2507
JS01	JS09	706927	56236	57879	25684	0.4567	0.4438	-0.5062	-0.2497
JS01	JS10	695080	53072	88774	35222	0.6637	0.3968	-0.5532	-0.1584
JS01	JS11	696412	53131	80464	28961	0.5451	0.3599	-0.5901	-0.2389
JS01	JS12	707428	56221	56671	23402	0.4163	0.4129	-0.5371	-0.2867
JS02	JS03	712379	62559	50042	23455	0.3749	0.4687	-0.5751	-0.2768
